review_id,movie_id,author,content,rating
5b49c5399251417d0d00a68e,299536,KWON YOUNGJUN,"마블 영화 ‘어벤져스: 인피니티 워(Avengers: Infinity War)’ (2018)

아 제발 세계관을 이해하는 사람에게 번역을 시켜주세요.

캐스팅 명단을 적는 데만 몇 분이 소요될 정도로 정말 많은 주역들이 나타나고 이들의 조화로운 배역 정리가 최고의 효과를 보장한다.

작가들이 얼마나 많은 토론과 고민을 거쳤을 지 상상이 안 될 정도다. 그들의 노력에 감탄하고 또 감탄한다.

마블 10년 사에 최고로 쳐도 무색하지 않을 중요한 의미의 작품이 되겠다.

별 4.5개 (5개 만점)

#Movie #Avengers #Marvel #Anthony_Russo #Joe_Russo #Robert_Downey_Jr. #Chris_Hemsworth #Mark_Ruffalo #Chris_Evans #Scarlett_Johansson #Don_Cheadle #Benedict_Cumberbatch #Tom_Holland #Chadwick_Boseman #Zoe_Saldana #Karen_Gillan #Tom_Hiddleston #Paul_Bettany #Elizabeth_Olsen #Anthony_Mackie #Sebastian_Stan #Idris_Elba #Peter_Dinklage #Benedict_Wong #Pom_Klementieff #Dave_Bautista #Vin_Diesel #Bradley_Cooper #Gwyneth_Paltrow #Benicio_Del_Toro #Josh_Brolin #Chris Pratt #Stan_Lee",9.0
